24951	8
621063	7
5043734	7
7723686	7
7765099	7
12981647	7
3382	6
20455	6
38940	6
43356	6
157233	6
165507	6
650426	6
894013	6
2190438	6
2289648	6
2337812	6
2685664	6
4429395	6
8718425	6
8955445	6
12	5
765	5
3356	5
3383	5
5211	5
10577	5
36165	5
37556	5
52726	5
61398	5
73298	5
83688	5
89847	5
303225	5
415175	5
665823	5
920613	5
1589591	5
3267529	5
3414021	5
3966054	5
4540726	5
5069516	5
5692851	5
6097297	5
8695791	5
10396793	5
627	4
737	4
